 -37.8125391,144.954121
 -37.8093102,144.9721699
 -37.8204822,144.9948056
 -37.8186975,144.9657741
 -37.8206094,144.9668683
 -37.7980831,144.9875429
 -37.8191399,144.9848481
 -37.8176254,144.9694125
 -37.8159561,144.9663331
 -37.8175268,144.9685529
 -37.8039715,144.9500151
 -37.8114812,144.9732528
 -37.8137458,144.9686324
 -37.8144495,145.015303
 -37.8000106,144.968488
 -37.8217037,145.0095335
 -37.807166,144.946179
 -37.8035321,144.9944033
 -37.8176852,145.0071353
 -37.8072788,144.9486081
 -37.8081885,144.9600269
 -37.8235004,144.9690153
 -37.801069,144.9638735
 -37.8266136,144.9817239
 -37.8094281,144.9726966
 -37.8220367,144.9797915
 -37.8109307,144.9767106
 -37.8213394,144.9927983
 -37.8111128,144.9910169
 -37.8102862,144.9613285
 -37.8211473,144.9432881
 -37.8233811,144.9879836
 -37.8026132,145.0024608
 -37.8138969,144.9603552
 -37.8130519,144.9739889
 -37.816895,144.9820596
 -37.8214251,144.9540041
 -37.8232309,144.9378076
 -37.8046901,144.9716922
 -37.8183002,144.9968055
 -37.8172114,144.9644553
 -37.8188475,144.9825052
 -37.826402,144.951862
 -37.8129206,144.9913125
 -37.8196604,144.9445767
 -37.8219232,144.9968175
 -37.8113503,144.9618189
 -37.8100834,144.9582913
 -37.8163143,144.9893275
 -37.8042876,144.9602094
 -37.8069861,144.9758975
 -37.8029833,144.9579563
 -37.8247028,144.9428722
 -37.8077239,144.9733423
 -37.8206353,144.984965
 -37.8225585,144.9501314
 -37.805324,144.933267
 -37.8177144,144.9549266
 -37.8185887,144.968064
 -37.8207339,144.9669253
 -37.8142946,144.9328163
 -37.8104294,144.9844312
 -37.8140733,144.9883275
 -37.8177512,145.0054342
 -37.8244837,144.9890336
 -37.824645,144.9445563
 -37.8182528,144.9751372
 -37.8076385,144.9620212
 -37.8058115,144.9381702
 -37.802422,144.9486934
 -37.8117127,144.9716148
 -37.8081053,144.9686808
 -37.8050671,144.9881677
 -37.8188962,144.9848401
 -37.8028793,144.9679583
 -37.8142992,144.998194
 -37.8196913,144.9810772
 -37.8084236,144.9760374
 -37.8097225,144.9903011
 -37.8173094,144.9613234
 -37.8135412,144.9426636
 -37.8134241,144.9444378
 -37.8109075,144.9888918
 -37.8081185,144.9567616
 -37.8022949,144.980198
 -37.818868,144.9522176
 -37.8046039,144.9631487
 -37.8013481,144.9429151
 -37.8054408,145.0013645
 -37.8045541,144.9277419
 -37.8093814,144.9317534
 -37.8073248,144.9502664
 -37.8121405,144.9738872
 -37.8162017,144.95857
 -37.8114979,145.0097451
 -37.824069,144.9643534
 -37.8111885,144.965811
 -37.8091018,144.9293206
 -37.8124223,144.9539704
 -37.8141123,144.9520479
 -37.8237721,144.9825385
 -37.8109951,144.9668493
 -37.8154488,144.9627673
 -37.8186992,144.9554714
 -37.8123572,144.9540342
 -37.8064259,144.9439917
 -37.824005,144.9559912
 -37.8122037,144.9745305
 -37.8059635,144.9408821
 -37.8127679,144.9485439
 -37.8097564,144.9637961
 -37.814129,144.9713601
 -37.8019358,144.9814442
 -37.8174036,144.9522062
 -37.7990374,144.9357658
 -37.8140509,144.9599803
 -37.8154019,145.012625
 -37.8168138,144.9701116
 -37.821258,145.005661
 -37.8024029,144.9269069
 -37.8188952,144.981781
 -37.8205124,144.966366
 -37.8049524,144.9724038
 -37.8135037,144.968585
 -37.8148287,144.9356469
 -37.8201199,144.9669823
 -37.807004,144.9452761
 -37.8086596,144.956616
 -37.8107849,144.9773545
 -37.8153099,144.9662898
 -37.8232651,144.9701974
 -37.8185853,144.9671835
 -37.8216085,144.933785
 -37.8006201,144.9559921
 -37.8188604,144.9589458
 -37.8004531,144.9714933
 -37.8082252,144.9398885
 -37.8214287,144.9894055
 -37.8152716,144.9523118
 -37.8250262,144.9422508
 -37.8197324,144.9453164
 -37.808531,144.9547279
 -37.8188887,144.9531262
 -37.8049738,144.9793394
 -37.8015996,144.9843406
 -37.815194,144.9750308
 -37.8143675,144.9999414
 -37.802329,144.9427414
